id	book	chapter	denomination	anger	disgust	fear	joy	sadness	openness	conscientiousness	extraversion	agreeableness	emotional_range	wc
537	Matthew	2	Independent/Bible	0.156557	0.482768	0.180525	0.176864	0.517304	0.867225	0.555064	0.250031	0.615012	0.73105	995
538	Philippians	4	Baptist	0.122501	0.063781	0.084143	0.667591	0.177305	0.79028	0.884371	0.194456	0.989302	0.551642	2594
539	Mark	3	Evangelical Free	0.16879	0.14769	0.127912	0.505426	0.550429	0.822861	0.52733	0.310744	0.889678	0.498323	864
540	Romans	10	Baptist	0.197806	0.142853	0.184687	0.135877	0.546753	0.917334	0.284498	0.033842	0.149758	0.670457	171
541	Hebrews,  Proverbs,  Hebrews,  Mark	11, 28, 11, 11	Church Of God	0.132949	0.150988	0.154393	0.516721	0.529257	0.945033	0.511248	0.037377	0.643841	0.52973	736
542	Philippians,  Philippians	2, 2	Church Of God	0.12712	0.154639	0.13212	0.469258	0.549781	0.978515	0.548965	0.173334	0.730391	0.720146	978
543	Psalms,  Acts	62, 3	Church Of God	0.183347	0.118248	0.148499	0.500577	0.497636	0.628848	0.058677	0.159405	0.898281	0.17919	286
544	Acts,  Matthew	4, 9	Church Of God	0.142089	0.125119	0.143324	0.458442	0.561416	0.864106	0.744556	0.125378	0.609954	0.626406	655
545	Revelation	1	Baptist	0.159619	0.124834	0.14347	0.473896	0.502603	0.959465	0.821998	0.162825	0.543218	0.688857	2901
546	Luke	1	Baptist	0.207049	0.192068	0.093143	0.466529	0.529596	0.986334	0.517065	0.376455	0.514503	0.701619	2889
547	Psalms,  Joel	116, 3	Church Of God	0.141268	0.125632	0.143673	0.520465	0.253721	0.910526	0.838377	0.185213	0.732561	0.633616	1415
548	1 Corinthians,  Matthew	6, 24	Church Of God	0.131452	0.163251	0.13184	0.55982	0.494541	0.636807	0.75724	0.322576	0.626829	0.753625	469
549	Philippians	3	Pentecostal	0.028401	0.006013	0.005747	0.792443	0.067478	0.638651	0.648962	0.056575	0.502695	0.751165	33
550	Philippians	3	Pentecostal	0.124233	0.070507	0.078895	0.628666	0.430087	0.47591	0.940651	0.017213	0.66601	0.732124	308
551	Romans,  Hebrews	4, 6	Assembly Of God	0.139086	0.144285	0.177867	0.507076	0.52192	0.927069	0.622538	0.210928	0.808184	0.704799	1344
552	Luke	2	Assembly Of God	0.154224	0.100748	0.144722	0.597692	0.513966	0.450024	0.747821	0.198287	0.877294	0.539188	934
553	Mark,  John	6, 14	Baptist	0.140309	0.114299	0.109888	0.508131	0.264153	0.868389	0.510847	0.148212	0.727213	0.701636	220
554	Matthew	1	Assembly Of God	0.156355	0.520813	0.128953	0.495332	0.534223	0.892049	0.574553	0.055084	0.326704	0.627027	1147
555	Luke	2	Evangelical/Non-Denominational	0.107434	0.126569	0.099036	0.585682	0.55504	0.93428	0.695998	0.155817	0.798707	0.672999	2668
556	Romans,  1 John	3, 4	Pentecostal	0.084065	0.128397	0.100361	0.53133	0.578486	0.735994	0.813304	0.150387	0.903438	0.768926	1278
557	1 Timothy	4	Church Of God	0.162795	0.568316	0.096896	0.465349	0.510127	0.81156	0.656336	0.472696	0.79416	0.580215	1478
558	Philippians,  2 Peter	2, 1	Baptist	0.164643	0.149044	0.132505	0.51613	0.519513	0.701022	0.34433	0.011888	0.426418	0.357857	286
559	John,  1 John	3, 4	Church Of God	0.151937	0.16691	0.146917	0.200698	0.286996	0.970768	0.765301	0.147044	0.750749	0.694996	907
560	John,  Romans	3, 10	Church Of God	0.148572	0.101801	0.1291	0.548651	0.542645	0.949951	0.74159	0.060072	0.754022	0.745315	920
561	John	1	Evangelical Free	0.140303	0.487132	0.09971	0.540512	0.530357	0.91892	0.651112	0.285291	0.757652	0.772587	2813
562	Philippians	4	Baptist	0.083642	0.126762	0.099351	0.611223	0.503876	0.837697	0.844945	0.447448	0.903196	0.677317	1948
563	Luke	2	United Methodist	0.129496	0.121387	0.150397	0.609697	0.550361	0.545602	0.778291	0.117896	0.79834	0.57037	1316
564	Luke	1	Assembly Of God	0.136596	0.149014	0.151801	0.482979	0.541516	0.864349	0.233529	0.116507	0.880456	0.460456	2261
565	Galatians	4	Foursquare	0.161485	0.150993	0.113391	0.561805	0.561197	0.886517	0.884096	0.13882	0.802066	0.753431	2583
566	Isaiah	9	Mennonite	0.133212	0.117587	0.113732	0.5826	0.529673	0.905499	0.900547	0.155795	0.942693	0.749759	769
567	John	3	Christian/Church Of Christ	0.11773	0.456925	0.135482	0.507096	0.544026	0.777989	0.542059	0.103827	0.696525	0.5854	2020
568	Matthew	1	Baptist	0.116814	0.167626	0.126882	0.560546	0.501753	0.916744	0.768782	0.249048	0.900643	0.840536	2985
569	Luke	2	Anglican	0.158577	0.491466	0.16906	0.538221	0.49735	0.780255	0.249313	0.288625	0.759541	0.611119	1251
570	John	1	United Methodist	0.129914	0.126919	0.139528	0.579966	0.530752	0.902898	0.710434	0.059963	0.516638	0.631266	1598
571	Acts	3	Christian/Church Of Christ	0.19192	0.181127	0.151345	0.532223	0.537168	0.896261	0.809596	0.322135	0.781191	0.653323	1898
572	Ephesians	2	Baptist	0.139412	0.121286	0.19113	0.465004	0.514145	0.751057	0.517382	0.102789	0.326953	0.556402	190
573	Ephesians	2	Assembly Of God	0.101855	0.084525	0.104753	0.58459	0.49415	0.878948	0.972147	0.313889	0.879445	0.820602	2099
574	Galatians,  Luke	4, 2	Christian/Church Of Christ	0.154753	0.163914	0.102069	0.562465	0.500988	0.811218	0.64302	0.201067	0.842364	0.552384	1967
575	Jeremiah,  2 Samuel	31, 7	Baptist	0.19209	0.14888	0.087663	0.468376	0.536158	0.902157	0.819535	0.169134	0.574722	0.712152	3001
576	Jeremiah,  2 Samuel	31, 7	Baptist	0.19209	0.14888	0.087663	0.468376	0.536158	0.902157	0.819535	0.169134	0.574722	0.712152	3001
577	Matthew	2	United Methodist	0.141154	0.114804	0.132737	0.53357	0.496333	0.878466	0.75588	0.206882	0.760051	0.750122	2414
578	Matthew	2	United Methodist	0.113654	0.147451	0.142905	0.49579	0.537215	0.826347	0.500346	0.18567	0.722077	0.68077	2429
579	Matthew	2	United Methodist	0.114419	0.484206	0.11736	0.518659	0.544074	0.817878	0.627219	0.164318	0.739834	0.657283	2423
580	Revelation	1	Baptist	0.155523	0.178691	0.1702	0.473936	0.570334	0.979797	0.462135	0.214742	0.385198	0.700863	2975
581	Isaiah	9	Presbyterian/Reformed	0.149311	0.151755	0.0981	0.582013	0.203994	0.907404	0.869427	0.236003	0.740286	0.795146	1562
582	John	14	Independent/Bible	0.122608	0.119154	0.095461	0.511463	0.551978	0.887263	0.739815	0.253138	0.779524	0.782469	2775
583	Isaiah	62	Presbyterian/Reformed	0.124871	0.121869	0.087072	0.621934	0.523461	0.870365	0.734312	0.211816	0.796152	0.577929	2889
584	Revelation	2	Baptist	0.119001	0.108486	0.130912	0.54245	0.484194	0.943387	0.573896	0.318475	0.547941	0.707709	2962
585	Luke	2	Wesleyan	0.120014	0.188211	0.095659	0.253476	0.534488	0.90557	0.765132	0.25446	0.949053	0.701563	2103
586	Philippians	2	Evangelical/Non-Denominational	0.161157	0.17921	0.119689	0.501623	0.462224	0.835006	0.797999	0.12927	0.893443	0.799799	1128
587	Psalms	16	Evangelical/Non-Denominational	0.121642	0.12844	0.106825	0.584851	0.501723	0.786085	0.770226	0.052121	0.753164	0.70247	562
588	John	1	Evangelical/Non-Denominational	0.102367	0.09689	0.128812	0.600745	0.549118	0.841057	0.672065	0.141789	0.744929	0.757878	2195
589	Luke	2	Baptist	0.15528	0.149007	0.126692	0.534501	0.537106	0.878952	0.680978	0.249494	0.894854	0.659296	2928
590	John	1	Anglican	0.136666	0.128949	0.12811	0.572654	0.517504	0.822347	0.38804	0.048019	0.57896	0.453272	798
591	John,  John	3, 17	Assembly Of God	0.182034	0.106602	0.63463	0.512709	0.504676	0.927563	0.836288	0.408281	0.653991	0.858224	1467
592	Matthew	2	Nazarene	0.106921	0.090497	0.099966	0.633755	0.206084	0.776956	0.750869	0.233646	0.940034	0.55939	883
593	Luke,  Isaiah	2, 9	Baptist	0.073821	0.060765	0.077674	0.713722	0.120226	0.668862	0.963505	0.51397	0.992012	0.90926	1359
594	Luke	2	Baptist	0.126075	0.462017	0.107547	0.564632	0.52835	0.787835	0.501197	0.205937	0.88717	0.535857	1140
595	Luke	2	Catholic	0.157673	0.113964	0.130642	0.524644	0.588557	0.824993	0.657326	0.261609	0.715722	0.719582	800
596	Philippians,  Romans,  Romans	3, 8, 10	Evangelical/Non-Denominational	0.151399	0.159408	0.146042	0.485131	0.2802	0.954219	0.912933	0.157149	0.721413	0.808034	671
597	Romans,  1 Corinthians,  1 Corinthians,  2 Timothy,  1 Peter,  Philippians	1, 1, 6, 1, 1, 3	Evangelical/Non-Denominational	0.554393	0.485913	0.13402	0.511332	0.219904	0.938257	0.84508	0.469753	0.736669	0.708224	587
598	Galatians,  Galatians,  Ephesians,  Philemon,  Philippians,  Exodus	5, 5, 2, 1, 3, 10	Evangelical/Non-Denominational	0.178253	0.156229	0.166098	0.142581	0.541654	0.923347	0.961438	0.099974	0.620598	0.852937	756
599	1 Corinthians,  1 John,  Ephesians,  Ephesians,  Philippians	1, 1, 4, 4, 3	Evangelical/Non-Denominational	0.141186	0.111218	0.12298	0.521032	0.223675	0.949555	0.822579	0.281733	0.681892	0.74154	573
600	1 Peter,  1 Thessalonians,  1 Peter,  Philippians	2, 2, 5, 3	Evangelical/Non-Denominational	0.163364	0.130933	0.112204	0.458792	0.601419	0.951583	0.858358	0.246021	0.773981	0.665056	702
601	Luke	2	Pentecostal	0.1688	0.107404	0.137133	0.487752	0.527372	0.888494	0.618655	0.225773	0.795433	0.732191	430
602	Matthew	1	Baptist	0.133365	0.13225	0.108441	0.58777	0.252367	0.937116	0.688944	0.117014	0.711738	0.711485	2894
603	Luke	1	Pentecostal	0.160841	0.137057	0.134782	0.2154	0.545978	0.800033	0.626907	0.306971	0.878351	0.870057	450
604	Mark,  Hebrews,  John	9, 3, 8	Evangelical/Non-Denominational	0.144586	0.167923	0.120116	0.54449	0.516037	0.954102	0.444253	0.222184	0.639756	0.757877	761
605	John,  Matthew,  Matthew	4, 12, 12	Evangelical/Non-Denominational	0.166752	0.520023	0.112086	0.445223	0.541606	0.912542	0.344919	0.372839	0.652482	0.807355	735
606	Luke	2	Pentecostal	0.430246	0.08975	0.66634	0.726062	0.218944	0.774784	0.511447	0.072098	0.713335	0.562415	445
607	Hebrews,  Hebrews,  Titus	13, 4, 2	Evangelical/Non-Denominational	0.13118	0.125091	0.107689	0.599208	0.513663	0.965614	0.790954	0.314364	0.673803	0.808821	731
608	Matthew	12	Pentecostal	0.132391	0.156047	0.148116	0.537406	0.576038	0.821266	0.688754	0.095722	0.923543	0.472074	1335
609	Isaiah	53	Pentecostal	0.150161	0.174238	0.163366	0.513767	0.586971	0.879507	0.726323	0.047334	0.841552	0.524113	1267
610	John	1	Baptist	0.151803	0.143476	0.124477	0.467404	0.607416	0.896736	0.649626	0.193999	0.757632	0.64131	2898
611	Philippians	4	Baptist	0.094765	0.10624	0.11613	0.662904	0.491217	0.843478	0.848469	0.136421	0.939177	0.687323	1973
612	Luke,  Isaiah	11, 1	Charismatic	0.146507	0.114079	0.120505	0.487432	0.472988	0.80579	0.701909	0.191741	0.822988	0.515577	3750
613	Acts	1	Evangelical Free	0.105726	0.142665	0.09849	0.545701	0.534286	0.753534	0.678196	0.216706	0.819292	0.689637	834
614	Matthew	18	Church Of God	0.153238	0.193644	0.479159	0.107611	0.58251	0.673253	0.67907	0.066776	0.696904	0.82392	2916
615	Acts	4	Church Of God	0.140475	0.230304	0.116574	0.510819	0.56211	0.842076	0.841612	0.520847	0.945352	0.736046	2662
616	Matthew	2	Baptist	0.110443	0.151956	0.098154	0.540778	0.54672	0.954359	0.740464	0.404206	0.772563	0.718667	2655
617	Luke	1	Evangelical/Non-Denominational	0.182896	0.484945	0.121923	0.481402	0.252735	0.83171	0.767342	0.396903	0.568105	0.721447	933
618	Micah	5	Baptist	0.162436	0.153282	0.134111	0.525912	0.288506	0.917638	0.748261	0.217862	0.608398	0.682465	1620
619	Luke	2	Baptist	0.147477	0.123745	0.102032	0.579586	0.523115	0.684049	0.917558	0.166116	0.987779	0.77423	1398
620	Luke	1	Baptist	0.103192	0.132162	0.110992	0.56617	0.51219	0.83188	0.722649	0.455012	0.945634	0.678993	1461
621	Leviticus	6	United Methodist	0.180541	0.505408	0.194824	0.111328	0.571883	0.920004	0.590104	0.17873	0.406746	0.761305	543
622	Hebrews	11	Baptist	0.088586	0.093972	0.078836	0.631011	0.536052	0.655423	0.921001	0.459894	0.987813	0.674227	1200
623	Luke	2	Foursquare	0.101995	0.150942	0.10304	0.522538	0.57393	0.939948	0.749701	0.338367	0.613222	0.607768	1434
624	Matthew	2	Foursquare	0.129243	0.121831	0.097553	0.526928	0.572027	0.950507	0.771261	0.227724	0.518333	0.646721	1919
625	Matthew	8	Baptist	0.169273	0.137503	0.160645	0.172114	0.549484	0.708727	0.764436	0.085168	0.924654	0.71506	2330
626	Matthew	8	Baptist	0.152653	0.138106	0.570829	0.519048	0.478133	0.923142	0.694728	0.051404	0.640224	0.58381	2593
627	Matthew	8	Baptist	0.164221	0.159642	0.181924	0.154979	0.505101	0.881775	0.401493	0.05278	0.477288	0.674924	2733
628	Galatians	4	Evangelical Free	0.139445	0.141861	0.109185	0.498178	0.582079	0.561931	0.621068	0.289354	0.855245	0.617926	2740
629	Matthew	5	Christian/Church Of Christ	0.479944	0.139694	0.139033	0.550471	0.501452	0.90963	0.638505	0.551005	0.454219	0.777157	2764
630	Galatians,  John	4, 12	Christian/Church Of Christ	0.154753	0.163914	0.102069	0.562465	0.500988	0.811638	0.642833	0.201636	0.8429	0.554788	1964
631	Isaiah,  2 Corinthians	9, 9	Baptist	0.13763	0.080408	0.102378	0.602588	0.491888	0.916327	0.785342	0.255691	0.953845	0.791161	1515
632	Revelation	2	Baptist	0.142164	0.507329	0.146399	0.482298	0.50617	0.974078	0.45282	0.243476	0.331047	0.730115	2798
633	Deuteronomy	10	Holiness	0.105412	0.103089	0.155508	0.591114	0.468513	0.824232	0.974763	0.26277	0.829652	0.809225	2348
634	1 Kings,  2 Chronicles	19, 20	Assembly Of God	0.540167	0.127392	0.134107	0.57461	0.562918	0.672934	0.501496	0.066008	0.886029	0.507227	1249
635	Colossians	1	Christian/Church Of Christ	0.177025	0.19063	0.123258	0.494327	0.544602	0.672055	0.432233	0.485957	0.888084	0.478049	1656
636	Philippians	4	Baptist	0.145248	0.098724	0.617853	0.503738	0.524501	0.844971	0.707451	0.05125	0.69655	0.326442	1785
637	Matthew,  James	2, 1	Christian/Church Of Christ	0.112782	0.129209	0.087799	0.620788	0.195282	0.869281	0.952815	0.205347	0.863431	0.831695	2402
638	Matthew	2	United Methodist	0.092366	0.09848	0.10083	0.585231	0.51576	0.698642	0.84587	0.513094	0.912212	0.736282	2802
639	Galatians	5	United Methodist	0.16006	0.134663	0.126382	0.522184	0.503593	0.761868	0.912197	0.154131	0.691724	0.763156	864
640	Mark	9	Baptist	0.150056	0.473651	0.161076	0.170122	0.585491	0.525177	0.757875	0.043965	0.923583	0.405338	775
641	John	3	Baptist	0.177129	0.129608	0.153388	0.488664	0.510216	0.659842	0.914437	0.251491	0.96234	0.765297	1152
642	Matthew	5	Catholic	0.470643	0.172721	0.100738	0.529695	0.511978	0.947214	0.579831	0.386542	0.432565	0.67694	659
643	Luke	2	Catholic	0.135878	0.165345	0.135578	0.559773	0.47014	0.878195	0.653312	0.173238	0.827818	0.614918	1085
644	Genesis	41	Assembly Of God	0.16012	0.152395	0.175839	0.160351	0.543545	0.757538	0.615252	0.131621	0.602474	0.667273	2455
645	John	3	Baptist	0.158936	0.141477	0.118649	0.561109	0.500457	0.882977	0.631177	0.159115	0.807372	0.695168	3058
646	Revelation	19	Baptist	0.163572	0.109314	0.121652	0.566433	0.515078	0.895968	0.625835	0.106579	0.593396	0.619334	2929
647	Haggai	2	Christian/Church Of Christ	0.150828	0.145009	0.14234	0.526619	0.548519	0.510181	0.287849	0.073028	0.433777	0.503456	1421
648	Isaiah	43	United Methodist	0.119304	0.10944	0.130706	0.547372	0.578462	0.567129	0.897185	0.020489	0.801823	0.443483	988
649	Genesis,  Isaiah	1, 43	United Methodist	0.137888	0.065964	0.144368	0.473672	0.60467	0.627481	0.879519	0.0141	0.73331	0.478897	1078
650	2 Corinthians,  Romans	9, 6	Independent/Bible	0.139058	0.103507	0.097031	0.599927	0.206767	0.823321	0.947701	0.401019	0.881072	0.831051	906
651	Matthew	2	Christian/Church Of Christ	0.089907	0.471053	0.073866	0.609528	0.498826	0.911637	0.8231	0.326742	0.918639	0.800114	1401
652	Galatians	3	Assembly Of God	0.153768	0.131046	0.120933	0.58227	0.220291	0.875609	0.970894	0.214207	0.824023	0.731325	2062
653	Numbers	6	Independent/Bible	0.129763	0.076065	0.102822	0.619056	0.220566	0.87096	0.922175	0.300366	0.82382	0.746229	2943
654	1 John	3	Catholic	0.139553	0.100677	0.647325	0.585112	0.564777	0.925282	0.651228	0.237573	0.423082	0.560767	849
655	Mark,  Genesis	10, 22	Assembly Of God	0.107425	0.11715	0.131818	0.577922	0.581539	0.74349	0.608107	0.188297	0.934471	0.656649	2426
656	Matthew	11	Independent/Bible	0.148743	0.074596	0.548184	0.514092	0.599886	0.726146	0.014933	0.025835	0.370283	0.014929	1930
657	John	2	Baptist	0.138192	0.164656	0.162511	0.518681	0.581594	0.923425	0.71885	0.17525	0.870583	0.722072	1340
658	Acts,  Isaiah	9, 53	Pentecostal	0.152687	0.492041	0.120376	0.496663	0.555914	0.915448	0.282678	0.347955	0.210651	0.615036	1325
659	Ecclesiastes	6	Evangelical/Non-Denominational	0.121552	0.122006	0.141672	0.503451	0.578063	0.761505	0.434058	0.014496	0.276676	0.505918	1731
660	Acts,  Isaiah	9, 53	Pentecostal	0.137766	0.182531	0.102222	0.521077	0.564008	0.923923	0.797447	0.070516	0.484924	0.758024	1327
661	Nahum	1	Baptist	0.214355	0.172531	0.155022	0.502317	0.497445	0.914382	0.598879	0.128914	0.265363	0.648016	2687
662	Ezekiel	33	Assembly Of God	0.170284	0.173619	0.148653	0.515068	0.545384	0.874269	0.816144	0.433208	0.646626	0.749048	1418
663	Matthew	2	Anglican	0.155897	0.486908	0.101781	0.523963	0.220411	0.842084	0.799802	0.192694	0.856526	0.743939	2800
664	Matthew	2	Baptist	0.146753	0.113475	0.14226	0.525737	0.537846	0.783967	0.886742	0.386953	0.926434	0.708676	1821
665	Hebrews	13	Evangelical/Non-Denominational	0.119631	0.114772	0.153629	0.54068	0.586731	0.828719	0.813457	0.146692	0.634415	0.570156	2315
666	Revelation	21	United Methodist	0.167519	0.146689	0.134016	0.565672	0.575585	0.745472	0.695808	0.182017	0.643722	0.549828	1997
667	Exodus	3	Assembly Of God	0.138857	0.133772	0.169902	0.513937	0.560835	0.635762	0.497755	0.101791	0.454802	0.564257	1817
668	Daniel,  Acts	4, 4	Baptist	0.138953	0.167167	0.114865	0.565352	0.535473	0.879945	0.855713	0.276787	0.660058	0.683822	3058
669	Psalms	121	Baptist	0.14508	0.118915	0.163135	0.612326	0.261704	0.789417	0.16541	0.016937	0.391102	0.216394	268
670	Matthew	25	United Methodist	0.168736	0.473279	0.163376	0.13061	0.559007	0.934986	0.466761	0.377928	0.742164	0.46193	2025
671	Philippians	3	Baptist	0.170472	0.127134	0.122301	0.514544	0.525188	0.827451	0.714034	0.076333	0.755329	0.648436	2925
672	Matthew,  Ecclesiastes	7, 4	Assembly Of God	0.144924	0.108984	0.204878	0.57135	0.245776	0.904004	0.902125	0.14673	0.969456	0.737616	891
673	Romans	3	Baptist	0.155206	0.098402	0.155125	0.497934	0.619329	0.530594	0.575202	0.032531	0.574721	0.435136	1747
674	Philippians	4	Christian/Church Of Christ	0.174423	0.149392	0.139761	0.528686	0.587689	0.837176	0.705658	0.126791	0.898274	0.457416	2388
675	Exodus,  1 Corinthians,  Joshua,  Judges,  Hebrews	19, 15, 6, 6, 12	Christian/Church Of Christ	0.137965	0.139567	0.132281	0.537137	0.479521	0.776147	0.678134	0.161105	0.372297	0.770429	2867
676	2 Corinthians	2	Baptist	0.146512	0.485162	0.105983	0.502459	0.50141	0.835352	0.847504	0.197896	0.891716	0.699134	1909
677	Jeremiah	31	Evangelical/Non-Denominational	0.108719	0.10763	0.112001	0.620766	0.499696	0.954773	0.901421	0.26413	0.840774	0.701088	645
678	Joshua,  2 Thessalonians	24, 2	Pentecostal	0.108103	0.141634	0.100599	0.546756	0.55436	0.513565	0.972146	0.211223	0.855686	0.746231	1689
679	Matthew	1	Charismatic	0.111909	0.11418	0.126324	0.564958	0.581657	0.759085	0.963095	0.541502	0.987892	0.767092	1341
680	Mark	3	Evangelical Free	0.14784	0.44344	0.10871	0.439066	0.560753	0.71932	0.660236	0.423719	0.857584	0.595696	494
681	Matthew	6	Foursquare	0.458063	0.129398	0.123062	0.184219	0.564821	0.855101	0.901377	0.115948	0.74571	0.708969	2532
682	Philippians	1	Baptist	0.156571	0.111176	0.100869	0.532047	0.597804	0.576905	0.761147	0.138467	0.864781	0.44802	1328
683	Revelation	21	Baptist	0.097227	0.129783	0.100035	0.589468	0.576991	0.862935	0.962011	0.098149	0.860593	0.707598	2972
684	Matthew	15	Evangelical/Non-Denominational	0.153676	0.158437	0.167888	0.526545	0.576444	0.81675	0.244167	0.215318	0.950287	0.490599	2551
685	Isaiah	43	Assembly Of God	0.440493	0.094201	0.667435	0.509729	0.585192	0.545315	0.822635	0.081825	0.754321	0.452893	2869
686	1 Thessalonians	5	Christian/Church Of Christ	0.117885	0.10121	0.159541	0.509384	0.587325	0.523507	0.470671	0.029932	0.930148	0.431938	2216
687	Luke	4	Baptist	0.162279	0.115989	0.140183	0.526501	0.524954	0.575312	0.781935	0.035026	0.56958	0.719268	2838
688	Matthew	3	United Methodist	0.130426	0.4781	0.116696	0.537948	0.534098	0.669038	0.816681	0.493559	0.96008	0.567779	2015
689	Philippians,  Philippians	3, 3	Christian/Church Of Christ	0.104852	0.091739	0.132073	0.570641	0.508904	0.686719	0.680129	0.067421	0.819877	0.470613	1900
690	John	3	Baptist	0.48656	0.147091	0.485683	0.574577	0.215574	0.841813	0.519815	0.038656	0.383639	0.563261	2709
691	John	3	Baptist	0.48656	0.147091	0.485683	0.574577	0.215574	0.841813	0.519815	0.038656	0.383639	0.563261	2709
692	Ephesians	5	Baptist	0.156574	0.145748	0.114678	0.620026	0.543832	0.846257	0.411637	0.208194	0.473086	0.524304	2589
693	Romans	3	Presbyterian/Reformed	0.134838	0.154158	0.125706	0.528679	0.563279	0.94223	0.841306	0.0904	0.498231	0.757354	3012
694	Acts	2	Christian/Church Of Christ	0.179546	0.169429	0.144778	0.440091	0.608187	0.713153	0.220477	0.562794	0.81484	0.452977	1288
695	Psalms	38	Pentecostal	0.164677	0.093615	0.117216	0.554181	0.51771	0.891144	0.837881	0.110761	0.526293	0.577983	762
696	Galatians	4	Evangelical Free	0.180551	0.469303	0.111777	0.516092	0.260937	0.77566	0.772784	0.367239	0.887969	0.705606	2671
697	Mark	11	Pentecostal	0.50827	0.528587	0.144186	0.420405	0.512951	0.84391	0.860095	0.065096	0.446115	0.649682	1939
698	James	4	Pentecostal	0.164425	0.160605	0.497682	0.150336	0.536246	0.792001	0.975086	0.166186	0.536189	0.817938	418
699	2 Corinthians	10	Pentecostal	0.170366	0.215672	0.156195	0.131	0.562853	0.772446	0.72422	0.280346	0.558967	0.74968	400
700	Exodus,  Luke	13, 2	Congregational	0.102433	0.108596	0.088052	0.617944	0.440318	0.613021	0.944225	0.398656	0.975122	0.832613	435
701	John	2	Baptist	0.169329	0.497724	0.098527	0.5323	0.553415	0.699216	0.857009	0.525051	0.920918	0.710988	2620
702	Acts,  Acts	13, 18	Church Of God	0.108953	0.582609	0.152812	0.570156	0.525902	0.975814	0.878227	0.123512	0.893253	0.690912	596
703	Genesis,  Genesis	39, 39	Church Of God	0.489796	0.150751	0.090566	0.568167	0.427959	0.959594	0.880247	0.2368	0.913051	0.859204	738
704	Philippians	3	Baptist	0.145539	0.127549	0.134784	0.554056	0.534752	0.555893	0.80784	0.106485	0.713693	0.683343	1634
705	Matthew,  Luke	7, 13	Baptist	0.138877	0.139152	0.133735	0.548409	0.506772	0.784821	0.59624	0.307939	0.453403	0.83249	1531
706	Luke,  James	22, 4	Assembly Of God	0.162992	0.527333	0.207939	0.116914	0.52585	0.920822	0.668984	0.058975	0.166197	0.691697	1706
707	Proverbs,  Luke	4, 9	Christian/Church Of Christ	0.165923	0.156185	0.156359	0.506785	0.480801	0.58595	0.630666	0.077441	0.499101	0.416342	2082
708	Matthew	11	Evangelical/Non-Denominational	0.125575	0.105475	0.582736	0.434865	0.574989	0.646263	0.628939	0.122229	0.834775	0.297874	2680
709	Luke	22	Evangelical/Non-Denominational	0.113754	0.171092	0.177051	0.461015	0.642215	0.509829	0.483129	0.156779	0.754105	0.616978	2549
710	1 Timothy	4	Church Of God	0.081064	0.113408	0.070071	0.629971	0.511138	0.835355	0.841167	0.67444	0.934259	0.571586	1451
711	1 Kings	19	Independent/Bible	0.144067	0.158025	0.113741	0.516492	0.464499	0.530121	0.254285	0.148439	0.52327	0.482088	919
712	Ephesians	1	Evangelical/Non-Denominational	0.139195	0.487095	0.108636	0.512518	0.579049	0.85485	0.801627	0.335856	0.890953	0.795798	2165
713	Matthew	3	United Methodist	0.142956	0.516586	0.110234	0.5573	0.197295	0.951016	0.624611	0.202657	0.542516	0.718247	773
714	Philippians	4	Baptist	0.122445	0.098859	0.592056	0.51803	0.544895	0.877522	0.92139	0.192294	0.874026	0.574751	1822
715	Psalms	33	Baptist	0.147906	0.494976	0.134355	0.506106	0.483806	0.893442	0.953168	0.576885	0.752887	0.861348	3213
716	Revelation	4	Baptist	0.123314	0.12822	0.100047	0.508983	0.488713	0.957388	0.640595	0.121395	0.465777	0.720992	2948
717	Jeremiah	18	Church Of God	0.126913	0.137075	0.160547	0.484166	0.560253	0.723255	0.866539	0.072052	0.687917	0.747173	3018
718	Isaiah	43	Assembly Of God	0.153199	0.09576	0.173671	0.530476	0.556412	0.871629	0.54333	0.061633	0.53231	0.432913	1951
719	Luke	2	Lutheran	0.128905	0.11798	0.10454	0.547483	0.503159	0.871986	0.857123	0.33067	0.819244	0.539165	894
720	Luke	3	Lutheran	0.093919	0.460591	0.161422	0.518278	0.585617	0.930245	0.699287	0.146368	0.671551	0.518882	1009
721	Isaiah	61	Lutheran	0.130727	0.1332	0.152299	0.548788	0.576815	0.913108	0.877302	0.181786	0.752814	0.432678	698
722	Psalms	37	Foursquare	0.132124	0.145422	0.196691	0.221213	0.506902	0.664773	0.704031	0.232799	0.913479	0.621682	2477
723	Psalms	34	Assembly Of God	0.101973	0.143517	0.11873	0.546101	0.521935	0.839021	0.938108	0.118468	0.890606	0.805414	399
724	Matthew	1	Nazarene	0.135872	0.507593	0.082397	0.560667	0.531022	0.760061	0.590946	0.16154	0.902215	0.570841	1552
725	Matthew	25	Nazarene	0.165411	0.122328	0.096171	0.530299	0.528909	0.871026	0.912666	0.118671	0.894928	0.755221	1486
726	Deuteronomy	31	Evangelical/Non-Denominational	0.149862	0.128477	0.15878	0.567172	0.247159	0.790141	0.829392	0.24132	0.838598	0.713211	2914
727	Ephesians	6	Pentecostal	0.235218	0.158599	0.199039	0.062519	0.595453	0.737679	0.368744	0.015716	0.124836	0.549277	348
728	James	4	Pentecostal	0.48011	0.186369	0.126964	0.152901	0.553111	0.92242	0.39146	0.128279	0.292716	0.398373	458
